401	1.875   1.875
400.444444	1.875
399.888889	1.875
399.333333	1.875
398.777778	1.875
398.222222	1.875
397.666667	1.875
397.111111	1.875
396.555556	1.875
396	1.875   1.875
395.444444	1.875
394.888889	1.875
394.333333	1.875
393.777778	1.875
393.222222	1.875
392.666667	1.875
392.111111	1.875
391.555556	1.875
391	1.875   1.875
390.444445	1.875
389.888889	1.875
389.333333	1.875
388.777778	1.875
388.222222	1.875
387.666667	1.875
387.111111	1.875
386.555556	1.875
386	1.875   1.875
385.444445	1.875
384.888889	1.875
384.333333	1.875
383.777778	1.875
383.222222	1.875
382.666667	1.875
382.111111	1.875
381.555556	1.875
381	1.875   1.875
380.444445	1.875
379.888889	1.875
379.333334	1.875
378.777778	1.875
378.222222	1.875
377.666667	1.875
377.111111	1.875
376.555556	1.875
376	1.875   1.875
375.444445	1.875
374.888889	1.875
374.333334	1.875
373.777778	1.875
373.222222	1.875
372.666667	1.875
372.111111	1.875
371.555556	1.875
371	1.875   1.875
370.444445	1.875
369.888889	1.875
369.333334	1.875
368.777778	1.875
368.222223	1.875
367.666667	1.875
367.111111	1.875
366.555556	1.875
366	1.875   1.875
365.444445	1.875
364.888889	1.875
364.333334	1.875
363.777778	1.875
363.222223	1.875
362.666667	1.875
362.111111	1.875
361.555556	1.875
361	1.875   1.875
360.444445	1.875
359.888889	1.875
359.333334	1.875
358.777778	1.875
358.222223	1.875
357.666667	1.875
357.111112	1.875
356.555556	1.875
356	1.875   1.875
355.444445	1.875
354.888889	1.875
354.333334	1.875
353.777778	1.875
353.222223	1.875
352.666667	1.875
352.111112	1.875
351.555556	1.875
351	1.875   1.875
350.444445	1.875
349.888889	1.875
349.333334	1.875
348.777778	1.875
348.222223	1.875
347.666667	1.875
347.111112	1.875
346.555556	1.875
346.000001	1.875
345.444445	1.875
344.888889	1.875
344.333334	1.875
343.777778	1.875
343.222223	1.875
342.666667	1.875
342.111112	1.875
341.555556	1.875
341.000001	1.875
340.444445	1.875
339.888889	1.875
339.333334	1.875
338.777778	1.875
338.222223	1.875
337.666667	1.875
337.111112	1.875
336.555556	1.875
336.000001	1.875
335.444445	1.875
334.88889	1.875
334.333334	1.875
333.777778	1.875
333.222223	1.875
332.666667	1.875
332.111112	1.875
331.555556	1.875
331.000001	1.875
330.444445	1.875
329.88889	1.875
329.333334	1.875
328.777778	1.875
328.222223	1.875
327.666667	1.875
327.111112	1.875
326.555556	1.875
326.000001	1.875
325.444445	1.875
324.88889	1.875
324.333334	1.875
323.777779	1.875
323.222223	1.875
322.666667	1.875
322.111112	1.875
321.555556	1.875
321.000001	1.875
320.444445	1.875
319.88889	1.875
319.333334	1.875
318.777779	1.875
318.222223	1.875
317.666667	1.875
317.111112	1.875
316.555556	1.875
316.000001	1.875
315.444445	1.875
314.88889	1.875
314.333334	1.875
313.777779	1.875
313.222223	1.875
312.666668	1.875
312.111112	1.875
311.555556	1.875
311.000001	1.875
310.444445	1.875
309.88889	1.875
309.333334	1.875
308.777779	1.875
308.222223	1.875
307.666668	1.875
307.111112	1.875
306.555556	1.875
306.000001	1.875
305.444445	1.875
304.88889	1.875
304.333334	1.875
303.777779	1.875
303.222223	1.875
302.666668	1.875
302.111112	1.875
301.555557	1.875
301.000001	1.875
300.444437	1.875
299.85687	1.871396
299.278713	1.849494
298.725188	1.802635
298.17446	1.729941
297.627734	1.631571
297.086207	1.50774
296.551064	1.358719
296.023475	1.184834
295.504596	0.986466
294.995561	0.764049
294.497485	0.51807
294.011457	0.249066
293.538542	-0.042373
293.079774	-0.35561
292.636156	-0.689959
292.208661	-1.044689
291.798222	-1.419023
291.405739	-1.812142
291.032071	-2.223186
290.678034	-2.651256
290.344404	-3.095415
290.031911	-3.55469
289.741239	-4.028077
